team_full_name,team_id,game_type,game_type_id,playoff_outcome,playoff_outcome_id,years_since_last_active,start_year,team_improvement_during_regular_season,regular_season_sum,made_playoffs_sum,won_stanley_cup_sum,made_playoffs_efficiency,won_stanley_cup_efficiency,time_on_ice,regular_season_count,made_playoffs_count,won_stanely_cup_count,lost_in_stanely_cup_final_count,games_played,wins,nhl_metrics,nhl_metric_values
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2009,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3683.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,1.5313603040999186
Boston Bruins,6,Regular Season,2,Other,0,0,2009,3.8333333333333333,100,77,6,0.77,0.077922076,3921.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,1.3006885998469777
Buffalo Sabres,7,Regular Season,2,Other,0,0,2009,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3776.0,1,0,0,0,82,45,high_danger_goals_against_per_60_minutes,1.3665254237288136
Montreal Canadiens,8,Regular Season,2,Other,0,0,2009,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3874.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,1.3164687661331957
Ottawa Senators,9,Regular Season,2,Other,0,0,2009,1.5000000000000000,32,16,4,0.5,0.25,3793.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.5344054837859213
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2009,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3817.0,1,0,0,0,82,30,high_danger_goals_against_per_60_minutes,1.3361278490961488
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2009,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3703.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,1.7175263300027006
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2009,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3735.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,1.5582329317269077
Florida Panthers,13,Regular Season,2,Other,0,0,2009,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3842.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,1.3274336283185841
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2009,0.09433962264150943396,32,16,3,0.5,0.1875,3711.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.6976556184316896
Washington Capitals,15,Regular Season,2,Other,0,0,2009,2.5714285714285714,50,33,1,0.66,0.030303031,3799.0,1,0,0,0,82,54,high_danger_goals_against_per_60_minutes,1.1055540931824164
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2009,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3876.0,1,0,0,0,82,52,high_danger_goals_against_per_60_minutes,1.3622291021671826
Detroit Red Wings,17,Regular Season,2,Other,0,0,2009,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3852.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.308411214953271
Nashville Predators,18,Regular Season,2,Other,0,0,2009,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3920.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,1.3928571428571428
St Louis Blues,19,Regular Season,2,Other,0,0,2009,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3671.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,1.2585126668482702
Calgary Flames,20,Regular Season,2,Other,0,0,2009,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3827.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,1.2856022994512672
Colorado Avalanche,21,Regular Season,2,Other,0,0,2009,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3801.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,1.4838200473559588
Edmonton Oilers,22,Regular Season,2,Other,0,0,2009,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3803.0,1,0,0,0,82,27,high_danger_goals_against_per_60_minutes,1.6092558506442283
Vancouver Canucks,23,Regular Season,2,Other,0,0,2009,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3724.0,1,0,0,0,82,49,high_danger_goals_against_per_60_minutes,1.3050483351235231
Anaheim Ducks,24,Regular Season,2,Other,0,0,2009,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3779.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,1.1749139984122783
Dallas Stars,25,Regular Season,2,Other,0,0,2009,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3829.0,1,0,0,0,82,37,high_danger_goals_against_per_60_minutes,1.3789501175241576
Los Angeles Kings,26,Regular Season,2,Other,0,0,2009,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3791.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,1.0604062252703772
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2009,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3758.0,1,0,0,0,82,50,high_danger_goals_against_per_60_minutes,1.2293773283661522
San Jose Sharks,28,Regular Season,2,Other,0,0,2009,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3755.0,1,0,0,0,82,51,high_danger_goals_against_per_60_minutes,1.422103861517976
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2009,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3778.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,1.4769719428268926
Minnesota Wild,30,Regular Season,2,Other,0,0,2009,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3776.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.2235169491525424
New Jersey Devils,1,Regular Season,2,Other,0,0,2010,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,4000.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.275
New York Islanders,2,Regular Season,2,Other,0,0,2010,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3783.0,1,0,0,0,82,30,high_danger_goals_against_per_60_minutes,1.6812053925455988
New York Rangers,3,Regular Season,2,Other,0,0,2010,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3864.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.4285714285714286
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2010,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3780.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,1.1111111111111112
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2010,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3707.0,1,0,0,0,82,49,high_danger_goals_against_per_60_minutes,1.3434043701106015
Boston Bruins,6,Regular Season,2,Other,0,0,2010,3.8333333333333333,100,77,6,0.77,0.077922076,3929.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,1.1147874777297022
Buffalo Sabres,7,Regular Season,2,Other,0,0,2010,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3856.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,1.2759336099585061
Montreal Canadiens,8,Regular Season,2,Other,0,0,2010,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3776.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.4459745762711864
Ottawa Senators,9,Regular Season,2,Other,0,0,2010,1.5000000000000000,32,16,4,0.5,0.25,3867.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,1.7067494181536074
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2010,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3811.0,1,0,0,0,82,37,high_danger_goals_against_per_60_minutes,1.212280241406455
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2010,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3909.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.5042210283960091
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2010,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3777.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,1.6044479745830025
Florida Panthers,13,Regular Season,2,Other,0,0,2010,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3910.0,1,0,0,0,82,30,high_danger_goals_against_per_60_minutes,1.381074168797954
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2010,0.09433962264150943396,32,16,3,0.5,0.1875,3751.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,1.3916288989602772
Washington Capitals,15,Regular Season,2,Other,0,0,2010,2.5714285714285714,50,33,1,0.66,0.030303031,3857.0,1,0,0,0,82,48,high_danger_goals_against_per_60_minutes,1.1200414830178895
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2010,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3967.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.3763549281572978
Detroit Red Wings,17,Regular Season,2,Other,0,0,2010,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3852.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,1.4018691588785046
Nashville Predators,18,Regular Season,2,Other,0,0,2010,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3897.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.1393379522709777
St Louis Blues,19,Regular Season,2,Other,0,0,2010,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3883.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.4833891321143446
Calgary Flames,20,Regular Season,2,Other,0,0,2010,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3836.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.173096976016684
Colorado Avalanche,21,Regular Season,2,Other,0,0,2010,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3841.0,1,0,0,0,82,30,high_danger_goals_against_per_60_minutes,1.7183025253840145
Edmonton Oilers,22,Regular Season,2,Other,0,0,2010,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3780.0,1,0,0,0,82,25,high_danger_goals_against_per_60_minutes,1.5714285714285714
Vancouver Canucks,23,Regular Season,2,Other,0,0,2010,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3820.0,1,0,0,0,82,54,high_danger_goals_against_per_60_minutes,1.1780104712041886
Anaheim Ducks,24,Regular Season,2,Other,0,0,2010,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3845.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,1.3576072821846554
Dallas Stars,25,Regular Season,2,Other,0,0,2010,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3803.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,1.3568235603470944
Los Angeles Kings,26,Regular Season,2,Other,0,0,2010,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3854.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,1.027503892060197
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2010,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3858.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,1.2752721617418352
San Jose Sharks,28,Regular Season,2,Other,0,0,2010,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3903.0,1,0,0,0,82,48,high_danger_goals_against_per_60_minutes,0.9838585703305149
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2010,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3771.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.5592680986475735
Minnesota Wild,30,Regular Season,2,Other,0,0,2010,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3828.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,1.426332288401254
New Jersey Devils,1,Regular Season,2,Other,0,0,2011,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3938.0,1,0,0,0,82,48,high_danger_goals_against_per_60_minutes,1.3255459624174708
New York Islanders,2,Regular Season,2,Other,0,0,2011,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,4006.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.527708437343984
New York Rangers,3,Regular Season,2,Other,0,0,2011,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3885.0,1,0,0,0,82,51,high_danger_goals_against_per_60_minutes,1.1274131274131274
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2011,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3697.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,1.3632675142007034
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2011,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3865.0,1,0,0,0,82,51,high_danger_goals_against_per_60_minutes,1.6765847347994824
Boston Bruins,6,Regular Season,2,Other,0,0,2011,3.8333333333333333,100,77,6,0.77,0.077922076,3962.0,1,0,0,0,82,49,high_danger_goals_against_per_60_minutes,1.1660777385159011
Buffalo Sabres,7,Regular Season,2,Other,0,0,2011,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3953.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,1.2446243359473816
Montreal Canadiens,8,Regular Season,2,Other,0,0,2011,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3766.0,1,0,0,0,82,31,high_danger_goals_against_per_60_minutes,1.338289962825279
Ottawa Senators,9,Regular Season,2,Other,0,0,2011,1.5000000000000000,32,16,4,0.5,0.25,3849.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.4185502727981294
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2011,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3975.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,1.3584905660377358
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2011,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3902.0,1,0,0,0,82,33,high_danger_goals_against_per_60_minutes,1.6145566376217324
Florida Panthers,13,Regular Season,2,Other,0,0,2011,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3957.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.1220621683093253
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2011,0.09433962264150943396,32,16,3,0.5,0.1875,3919.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.699413115590712
Washington Capitals,15,Regular Season,2,Other,0,0,2011,2.5714285714285714,50,33,1,0.66,0.030303031,3971.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,1.314530345001259
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2011,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3964.0,1,0,0,0,82,45,high_danger_goals_against_per_60_minutes,1.5438950554994955
Detroit Red Wings,17,Regular Season,2,Other,0,0,2011,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3876.0,1,0,0,0,82,48,high_danger_goals_against_per_60_minutes,1.1919504643962848
Nashville Predators,18,Regular Season,2,Other,0,0,2011,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,4004.0,1,0,0,0,82,48,high_danger_goals_against_per_60_minutes,1.3486513486513487
St Louis Blues,19,Regular Season,2,Other,0,0,2011,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3854.0,1,0,0,0,82,49,high_danger_goals_against_per_60_minutes,0.9807991696938246
Calgary Flames,20,Regular Season,2,Other,0,0,2011,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3919.0,1,0,0,0,82,37,high_danger_goals_against_per_60_minutes,1.1482521051288594
Colorado Avalanche,21,Regular Season,2,Other,0,0,2011,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3963.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.4837244511733536
Edmonton Oilers,22,Regular Season,2,Other,0,0,2011,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3863.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,1.3046854776080765
Vancouver Canucks,23,Regular Season,2,Other,0,0,2011,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3830.0,1,0,0,0,82,51,high_danger_goals_against_per_60_minutes,1.268929503916449
Anaheim Ducks,24,Regular Season,2,Other,0,0,2011,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3907.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.3514205272587663
Dallas Stars,25,Regular Season,2,Other,0,0,2011,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3880.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,1.2371134020618557
Los Angeles Kings,26,Regular Season,2,Other,0,0,2011,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3801.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,1.0891870560378847
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2011,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3962.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,1.3023725391216556
San Jose Sharks,28,Regular Season,2,Other,0,0,2011,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3989.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,1.0829781900225621
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2011,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3810.0,1,0,0,0,82,29,high_danger_goals_against_per_60_minutes,1.6062992125984252
Minnesota Wild,30,Regular Season,2,Other,0,0,2011,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3879.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,1.4849187935034802
Winnipeg Jets,52,Regular Season,2,Other,0,0,2011,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3910.0,1,0,0,0,82,37,high_danger_goals_against_per_60_minutes,1.381074168797954
New Jersey Devils,1,Regular Season,2,Other,0,0,2012,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,2246.0,1,0,0,0,48,19,high_danger_goals_against_per_60_minutes,1.1219946571682993
New York Islanders,2,Regular Season,2,Other,0,0,2012,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,2343.0,1,0,0,0,48,24,high_danger_goals_against_per_60_minutes,1.5364916773367479
New York Rangers,3,Regular Season,2,Other,0,0,2012,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,2329.0,1,0,0,0,48,26,high_danger_goals_against_per_60_minutes,0.9016745384285101
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2012,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,2200.0,1,0,0,0,48,23,high_danger_goals_against_per_60_minutes,1.4181818181818182
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2012,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,2259.0,1,0,0,0,48,36,high_danger_goals_against_per_60_minutes,1.301460823373174
Boston Bruins,6,Regular Season,2,Other,0,0,2012,3.8333333333333333,100,77,6,0.77,0.077922076,2320.0,1,0,0,0,48,28,high_danger_goals_against_per_60_minutes,1.0344827586206897
Buffalo Sabres,7,Regular Season,2,Other,0,0,2012,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,2231.0,1,0,0,0,48,21,high_danger_goals_against_per_60_minutes,1.425369789332138
Montreal Canadiens,8,Regular Season,2,Other,0,0,2012,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,2194.0,1,0,0,0,48,29,high_danger_goals_against_per_60_minutes,1.203281677301732
Ottawa Senators,9,Regular Season,2,Other,0,0,2012,1.5000000000000000,32,16,4,0.5,0.25,2270.0,1,0,0,0,48,25,high_danger_goals_against_per_60_minutes,1.0572687224669604
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2012,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,2268.0,1,0,0,0,48,26,high_danger_goals_against_per_60_minutes,1.507936507936508
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2012,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,2278.0,1,0,0,0,48,19,high_danger_goals_against_per_60_minutes,2.0280948200175595
Florida Panthers,13,Regular Season,2,Other,0,0,2012,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,2338.0,1,0,0,0,48,15,high_danger_goals_against_per_60_minutes,1.514114627887083
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2012,0.09433962264150943396,32,16,3,0.5,0.1875,2280.0,1,0,0,0,48,18,high_danger_goals_against_per_60_minutes,1.2894736842105263
Washington Capitals,15,Regular Season,2,Other,0,0,2012,2.5714285714285714,50,33,1,0.66,0.030303031,2288.0,1,0,0,0,48,27,high_danger_goals_against_per_60_minutes,1.1538461538461537
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2012,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,2316.0,1,0,0,0,48,36,high_danger_goals_against_per_60_minutes,1.1398963730569949
Detroit Red Wings,17,Regular Season,2,Other,0,0,2012,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,2250.0,1,0,0,0,48,24,high_danger_goals_against_per_60_minutes,1.2266666666666666
Nashville Predators,18,Regular Season,2,Other,0,0,2012,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,2345.0,1,0,0,0,48,16,high_danger_goals_against_per_60_minutes,1.2281449893390193
St Louis Blues,19,Regular Season,2,Other,0,0,2012,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,2301.0,1,0,0,0,48,29,high_danger_goals_against_per_60_minutes,1.3559322033898304
Calgary Flames,20,Regular Season,2,Other,0,0,2012,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,2319.0,1,0,0,0,48,19,high_danger_goals_against_per_60_minutes,1.7335058214747736
Colorado Avalanche,21,Regular Season,2,Other,0,0,2012,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,2282.0,1,0,0,0,48,16,high_danger_goals_against_per_60_minutes,1.446099912357581
Edmonton Oilers,22,Regular Season,2,Other,0,0,2012,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,2239.0,1,0,0,0,48,19,high_danger_goals_against_per_60_minutes,1.205895489057615
